#i              j      <SS(i,j)>    sd(SS(i,j))    <TzTz(i,j)>  sd(TzTz(i,j))
12             10       0.999626              0   -4.45672e-06              0
12             11       0.999443              0    9.43921e-06    2.82621e-12
12             12        0.99994              0    1.07949e-06              0
12             13       0.999729    0.000203684    2.09462e-06    8.88539e-06
12             14         0.9993              0   -4.41328e-06     1.7072e-12
12             15       0.999551    4.27744e-07   -2.21846e-06    7.26285e-13

13              0       0.999121    0.000317146   -5.08921e-06    1.53493e-05
13              1       0.999427    0.000266272   -1.20682e-06    3.36979e-05
13              2       0.999471    7.99021e-05     7.3215e-06     2.3852e-05
13              3       0.999293    0.000181933    6.90361e-05    2.25518e-05
13              4       0.998839    0.000276123   -2.40002e-06    5.57335e-05
13              5        0.99896    0.000308562   -4.44647e-05    8.75648e-05
13              6       0.999502    4.01244e-05    -1.8982e-05     8.0522e-05
13              7       0.999154    0.000188597    2.28765e-05    6.16407e-05
13              8       0.999241    6.07716e-05    1.51984e-05    6.44716e-05
13              9       0.999233    0.000141272   -4.59308e-05    7.61926e-05
13             10       0.999355    1.00256e-05   -8.64771e-06    3.66837e-05
13             11       0.999089    9.97854e-05    1.83156e-05     7.7695e-05
13             12       0.999729    0.000203684    2.09462e-06    8.88539e-06
13             13        0.99969    0.000292176    7.72008e-05    6.99815e-05
13             14       0.999064    0.000112291   -8.56343e-06    3.63262e-05
13             15        0.99919      0.0001335   -4.30465e-06    1.82604e-05

14              0       0.999474    8.19453e-05    1.51896e-06    1.28479e-05
14              1       0.999456    0.000146228    1.80059e-05    1.25449e-05
14              2       0.999639    1.37563e-05    -1.0933e-05    3.57656e-06
14              3       0.999224    4.75645e-05    2.21074e-05    4.28955e-05
14              4       0.999367    0.000247102    2.20841e-05    2.26196e-05
14              5       0.999124    1.44529e-05    3.13463e-05    2.55432e-05
14              6       0.999414    2.22771e-07    3.99945e-05    2.06197e-11
14              7       0.999223    0.000189391   -2.44629e-05    9.29595e-06
14              8       0.999604              0   -3.20224e-05    1.02696e-11
14              9       0.999421    2.14502e-06    1.97621e-05    3.86436e-05
14             10       0.999728    3.66672e-07    1.82204e-05              0
14             11       0.999459    4.19223e-07   -3.85903e-05    2.11299e-11
14             12         0.9993              0   -4.41328e-06     1.7072e-12
14             13       0.999064    0.000112291   -8.56343e-06    3.63262e-05
14             14       0.999699    2.90668e-07    1.80428e-05    8.67305e-12
14             15       0.999481              0    9.06974e-06              0

15              0        0.99972    5.69944e-05    7.63546e-07    6.45837e-06
15              1       0.999448     5.8375e-05    9.05117e-06    6.30606e-06
15              2       0.999371    0.000193423   -5.49576e-06    1.79786e-06
15              3       0.999487    2.67046e-05    1.11129e-05    2.15627e-05
15              4       0.999378     0.00029778    1.11012e-05    1.13704e-05
15              5       0.998902    0.000671674    1.57571e-05      1.284e-05
15              6       0.999317              0    2.01044e-05    6.37052e-12
15              7       0.999676    0.000107746    -1.2297e-05    4.67287e-06
15              8         0.9998              0    -1.6097e-05              0
15              9       0.999666     3.5221e-06    9.93398e-06    1.94253e-05
15             10       0.999767              0      9.159e-06    1.90913e-12
15             11       0.999782    3.04655e-07   -1.93985e-05    1.13094e-11
15             12       0.999551    4.27744e-07   -2.21846e-06    7.26285e-13
15             13        0.99919      0.0001335   -4.30465e-06    1.82604e-05
15             14       0.999481              0    9.06974e-06              0
15             15       0.999871    1.58752e-07    4.55916e-06              0

