#i              j      <SS(i,j)>    sd(SS(i,j))    <TzTz(i,j)>  sd(TzTz(i,j))
3              5       0.999481    0.000208228    1.70061e-08    2.20205e-05
3              6       0.999644    0.000199039   -7.62405e-06    3.73733e-05
3              7       0.999654    9.56831e-05    8.95497e-06    4.40893e-05
3              8       0.999667    0.000108466   -7.21243e-07     2.2435e-05
3              9       0.999721    5.19817e-05    -5.2435e-06    3.04173e-05
3             10       0.999711    0.000117015   -4.88788e-06    1.80757e-05
3             11       0.999799    5.91161e-05     8.9934e-06    2.18447e-05
3             12       0.999746    6.97834e-05   -6.30652e-08    4.97391e-06
3             13        0.99974    0.000123163    5.65689e-07     1.3152e-05
3             14       0.999606    0.000158544   -3.14806e-06    7.27253e-06
3             15        0.99955    0.000181688    5.31796e-06    1.96661e-05

4              0       0.999384    0.000133389   -1.34833e-05    1.42751e-05
4              1       0.999682    2.59287e-05   -6.72839e-06    4.54989e-06
4              2       0.999711    6.09961e-05   -1.33803e-05    9.04806e-06
4              3       0.999165    2.63483e-05   -1.20346e-05     2.2646e-05
4              4        0.99979    0.000269113    3.12163e-05     3.8904e-05
4              5       0.999655    0.000152267   -5.31055e-06     4.2258e-05
4              6       0.999389    9.05011e-05    2.65756e-05    4.19121e-05
4              7       0.999167    5.25577e-05   -4.17566e-05    3.84315e-05
4              8        0.99963    0.000150256    1.26536e-05    2.58071e-05
4              9       0.999284    0.000127162   -2.96291e-06    4.64746e-05
4             10       0.999229    3.39363e-05     1.9853e-05     1.3425e-05
4             11       0.999012    0.000127411   -2.02354e-05    4.15406e-05
4             12       0.999605    0.000195754   -1.09309e-06    9.55588e-06
4             13        0.99937    0.000107456    3.53257e-06    2.24019e-05
4             14        0.99915    6.02135e-05    7.99949e-06     1.3748e-05
4             15       0.999529    6.83806e-05   -2.15998e-05    1.46063e-05

5              0       0.999425    4.84639e-05    2.51441e-06    1.40852e-05
5              1       0.999829    0.000116321    1.36987e-06    7.15449e-06
5              2       0.999763    6.56295e-05    2.72416e-06    1.42276e-05
5              3       0.999481    0.000208228    1.70061e-08    2.20205e-05
5              4       0.999655    0.000152267   -5.31055e-06     4.2258e-05
5              5       0.999802    0.000159277     2.5108e-05     3.8707e-05
5              6       0.999522    0.000154769   -5.08056e-06    4.19921e-05
5              7       0.999379    0.000110082    1.89482e-05    4.47656e-05
5              8       0.999663    0.000175108   -3.56759e-06    2.53189e-05
5              9       0.999427    0.000101514    3.81321e-06     4.5733e-05
5             10       0.999344    7.43063e-05   -4.04197e-06    2.11102e-05
5             11       0.999249    0.000237434    1.85508e-06    3.94724e-05
5             12        0.99973    0.000150623    2.67698e-08     5.0943e-06
5             13       0.999493    6.27605e-05    1.32432e-07    2.44922e-05
5             14       0.999206    8.91307e-05   -1.62279e-06     1.7221e-05
5             15        0.99948    5.89748e-05    4.39762e-06    2.29677e-05

6              0       0.999607    9.93711e-05   -6.91045e-06    2.61382e-05
6              1       0.999709    0.000110199   -4.55406e-06    8.87299e-06
6              2        0.99971    1.51263e-05   -9.05635e-06    1.76451e-05
6              3       0.999644    0.000199039   -7.62405e-06    3.73733e-05
6              4       0.999389    9.05011e-05    2.65756e-05    4.19121e-05
6              5       0.999522    0.000154769   -5.08056e-06    4.19921e-05
6              6        0.99975    0.000149681     4.7066e-05    3.85722e-05
6              7       0.999558    0.000156531   -3.26036e-05    6.33298e-05
6              8       0.999717    7.31151e-05     1.6909e-05    3.06354e-05
6              9       0.999646    0.000125887    5.47552e-06    5.18123e-05
6             10       0.999642    0.000104829    1.34374e-05    2.61809e-05
6             11       0.999576    0.000225196   -1.76828e-05    4.42444e-05
6             12        0.99976    6.03614e-05   -3.23797e-07    9.58673e-06
6             13       0.999738    7.92241e-05    2.79635e-06     2.3644e-05
6             14       0.999573    0.000150511     6.8905e-06    1.40309e-05
6             15       0.999663    0.000149834   -1.46197e-05    2.84845e-05

7              0       0.999517    5.21998e-05    2.85834e-05    2.66809e-05
7              1       0.999664    3.51625e-05    1.17109e-05    6.99824e-06
7              2       0.999605     1.8795e-06    2.32886e-05    1.39169e-05
7              3       0.999654    9.56831e-05    8.95497e-06    4.40893e-05
7              4       0.999167    5.25577e-05   -4.17566e-05    3.84315e-05
7              5       0.999379    0.000110082    1.89482e-05    4.47656e-05
7              6       0.999558    0.000156531   -3.26036e-05    6.33298e-05
7              7       0.999591    6.90865e-05    8.80665e-05    4.08208e-05
7              8       0.999569    3.73259e-05    -2.4107e-05    3.66513e-05
7              9       0.999643    0.000105803     2.2429e-05     6.3071e-05
7             10       0.999672    1.82648e-05   -3.45545e-05    2.06492e-05
7             11       0.999648    0.000163529    1.67155e-05     4.9924e-05
7             12       0.999623    0.000153585    2.86313e-06    1.06222e-05
7             13        0.99969    9.39393e-05   -1.12513e-05    2.61801e-05
7             14       0.999613    3.56379e-05   -1.05153e-05    1.41045e-05
7             15       0.999533    5.06471e-05    3.75949e-05    2.24661e-05

8              0       0.999708    8.58292e-05   -5.42932e-06    1.67558e-05
8              1       0.999809    9.63053e-05   -2.52817e-06    5.82696e-06
8              2       0.999831    5.71447e-05   -5.02759e-06    1.15877e-05
8              3       0.999667    0.000108466   -7.21243e-07     2.2435e-05
8              4        0.99963    0.000150256    1.26536e-05    2.58071e-05
8              5       0.999663    0.000175108   -3.56759e-06    2.53189e-05
8              6       0.999717    7.31151e-05     1.6909e-05    3.06354e-05
8              7       0.999569    3.73259e-05    -2.4107e-05    3.66513e-05
8              8       0.999881    1.31984e-05    1.90901e-05    1.10499e-05
8              9       0.999703    8.28064e-05   -1.65445e-06    3.22611e-05
8             10       0.999681    0.000125373    7.45968e-06    1.71932e-05
8             11       0.999585    7.74666e-05   -6.97281e-06    2.61034e-05
8             12       0.999856    5.63573e-05    -5.8998e-08     5.4176e-06
8             13       0.999745    0.000139302    8.71385e-06    1.47926e-05
8             14       0.999606    0.000160197    2.78918e-06    8.85575e-06
8             15       0.999777    0.000110972   -8.11604e-06     1.8706e-05

9              0       0.999732    2.86051e-05    2.40467e-05    1.21513e-05
9              1       0.999685    0.000158064    5.15627e-06    8.72185e-06
9              2       0.999699    0.000121785    1.02539e-05    1.73445e-05
9              3       0.999721    5.19817e-05    -5.2435e-06    3.04173e-05
9              4       0.999284    0.000127162   -2.96291e-06    4.64746e-05
9              5       0.999427    0.000101514    3.81321e-06     4.5733e-05
9              6       0.999646    0.000125887    5.47552e-06    5.18123e-05
9              7       0.999643    0.000105803     2.2429e-05     6.3071e-05
9              8       0.999703    8.28064e-05   -1.65445e-06    3.22611e-05
9              9       0.999808    0.000103075    4.85746e-05    2.34043e-05
9             10       0.999826    6.45828e-05   -1.52142e-05    2.57349e-05
9             11       0.999783    0.000128612   -1.48621e-05    4.01979e-05
9             12       0.999791    9.98884e-05   -2.81532e-07     7.4893e-06
9             13       0.999819    0.000128236   -4.81563e-06    2.41125e-05
9             14       0.999767    0.000142253    3.00603e-06    1.64089e-05
9             15       0.999748    4.98699e-05    1.65529e-05    2.79993e-05

10              0       0.999733    1.79805e-06    -1.6189e-05     8.2936e-06
10              1       0.999665     7.5974e-07   -6.23587e-06              0
10              2       0.999683              0   -1.24008e-05              0
10              3       0.999711    0.000117015   -4.88788e-06    1.80757e-05
10              4       0.999229    3.39363e-05     1.9853e-05     1.3425e-05
10              5       0.999344    7.43063e-05   -4.04197e-06    2.11102e-05
10              6       0.999642    0.000104829    1.34374e-05    2.61809e-05
10              7       0.999672    1.82648e-05   -3.45545e-05    2.06492e-05
10              8       0.999681    0.000125373    7.45968e-06    1.71932e-05
10              9       0.999826    6.45828e-05   -1.52142e-05    2.57349e-05
10             10        0.99988    2.30848e-07    1.83997e-05              0
10             11       0.999822    9.07289e-05    -6.3243e-06    2.08409e-05
10             12       0.999747    7.95094e-05    -1.7065e-06    4.32952e-06
10             13       0.999851    8.54735e-05    3.12904e-06    1.17139e-05
10             14       0.999853    5.13791e-05    4.95378e-06    5.44448e-06
10             15       0.999766              0   -2.00187e-05    7.17219e-12

11              0        0.99964    6.84228e-05   -3.86026e-07    1.74913e-05
11              1       0.999576    0.000232935    2.14337e-06    7.06322e-06
11              2       0.999555    0.000176013    4.26238e-06    1.40461e-05
11              3       0.999799    5.91161e-05     8.9934e-06    2.18447e-05
11              4       0.999012    0.000127411   -2.02354e-05    4.15406e-05
11              5       0.999249    0.000237434    1.85508e-06    3.94724e-05
11              6       0.999576    0.000225196   -1.76828e-05    4.42444e-05
11              7       0.999648    0.000163529    1.67155e-05     4.9924e-05
11              8       0.999585    7.74666e-05   -6.97281e-06    2.61034e-05
11              9       0.999783    0.000128612   -1.48621e-05    4.01979e-05
11             10       0.999822    9.07289e-05    -6.3243e-06    2.08409e-05
11             11       0.999879    0.000172665    2.57798e-05    3.65589e-05
11             12       0.999675    0.000206631   -8.15314e-08    8.84963e-06
11             13       0.999782    0.000193928   -4.72236e-07    2.11081e-05
11             14       0.999765     0.00013694   -5.66702e-06    1.37158e-05
11             15       0.999616    6.16494e-05    6.88077e-06    2.26747e-05

12              0       0.999786    4.56724e-05    1.00017e-06    4.52059e-06
12              1       0.999848    0.000218826    5.78351e-07    1.46732e-06
12              2       0.999869    0.000137558    1.15013e-06    2.91796e-06
12              3       0.999746    6.97834e-05   -6.30652e-08    4.97391e-06
12              4       0.999605    0.000195754   -1.09309e-06    9.55588e-06
12              5        0.99973    0.000150623    2.67698e-08     5.0943e-06
12              6        0.99976    6.03614e-05   -3.23797e-07    9.58673e-06
12              7       0.999623    0.000153585    2.86313e-06    1.06222e-05
12              8       0.999856    5.63573e-05    -5.8998e-08     5.4176e-06
12              9       0.999791    9.98884e-05   -2.81532e-07     7.4893e-06
12             10       0.999747    7.95094e-05    -1.7065e-06    4.32952e-06
12             11       0.999675    0.000206631   -8.15314e-08    8.84963e-06
12             12       0.999978    3.83038e-05    1.17702e-06    2.46595e-06
12             13        0.99982    8.46674e-05    1.01103e-07    3.08921e-06
12             14       0.999645    0.000151493   -7.93414e-07    1.60888e-06
12             15       0.999824    1.53662e-05    1.85665e-06    4.71047e-06

13              0       0.999749    7.01351e-05   -3.68664e-06    7.83072e-06
13              1       0.999758    4.34059e-05   -1.06047e-06    3.96997e-06
13              2       0.999768    4.00748e-05   -2.10887e-06     7.8948e-06
13              3        0.99974    0.000123163    5.65689e-07     1.3152e-05
13              4        0.99937    0.000107456    3.53257e-06    2.24019e-05
13              5       0.999493    6.27605e-05    1.32432e-07    2.44922e-05
13              6       0.999738    7.92241e-05    2.79635e-06     2.3644e-05
13              7        0.99969    9.39393e-05   -1.12513e-05    2.61801e-05
13              8       0.999745    0.000139302    8.71385e-06    1.47926e-05
13              9       0.999819    0.000128236   -4.81563e-06    2.41125e-05
13             10       0.999851    8.54735e-05    3.12904e-06    1.17139e-05
13             11       0.999782    0.000193928   -4.72236e-07    2.11081e-05
13             12        0.99982    8.46674e-05    1.01103e-07    3.08921e-06
13             13       0.999889    0.000106576    7.98959e-06    2.50744e-05
13             14        0.99981    0.000107248    2.54564e-07     9.2027e-06
13             15       0.999796    6.08202e-05   -3.40436e-06    1.27446e-05

14              0       0.999672    0.000108057   -1.94043e-06    2.70102e-06
14              1       0.999578    5.46216e-05   -1.67889e-06    1.84519e-06
14              2       0.999613    1.27636e-05   -3.33869e-06    3.66941e-06
14              3       0.999606    0.000158544   -3.14806e-06    7.27253e-06
14              4        0.99915    6.02135e-05    7.99949e-06     1.3748e-05
14              5       0.999206    8.91307e-05   -1.62279e-06     1.7221e-05
14              6       0.999573    0.000150511     6.8905e-06    1.40309e-05
14              7       0.999613    3.56379e-05   -1.05153e-05    1.41045e-05
14              8       0.999606    0.000160197    2.78918e-06    8.85575e-06
14              9       0.999767    0.000142253    3.00603e-06    1.64089e-05
14             10       0.999853    5.13791e-05    4.95378e-06    5.44448e-06
14             11       0.999765     0.00013694   -5.66702e-06    1.37158e-05
14             12       0.999645    0.000151493   -7.93414e-07    1.60888e-06
14             13        0.99981    0.000107248    2.54564e-07     9.2027e-06
14             14       0.999865    6.83164e-05    2.94473e-06     6.1961e-06
14             15       0.999736    6.93586e-05   -5.38966e-06    5.92353e-06

15              0       0.999773     5.7226e-06    1.76135e-05    9.02334e-06
15              1       0.999686    5.17051e-07    6.78455e-06              0
15              2       0.999775    3.20115e-07     1.3492e-05              0
15              3        0.99955    0.000181688    5.31796e-06    1.96661e-05
15              4       0.999529    6.83806e-05   -2.15998e-05    1.46063e-05
15              5        0.99948    5.89748e-05    4.39762e-06    2.29677e-05
15              6       0.999663    0.000149834   -1.46197e-05    2.84845e-05
15              7       0.999533    5.06471e-05    3.75949e-05    2.24661e-05
15              8       0.999777    0.000110972   -8.11604e-06     1.8706e-05
15              9       0.999748    4.98699e-05    1.65529e-05    2.79993e-05
15             10       0.999766              0   -2.00187e-05    7.17219e-12
15             11       0.999616    6.16494e-05    6.88077e-06    2.26747e-05
15             12       0.999824    1.53662e-05    1.85665e-06    4.71047e-06
15             13       0.999796    6.08202e-05   -3.40436e-06    1.27446e-05
15             14       0.999736    6.93586e-05   -5.38966e-06    5.92353e-06
15             15       0.999868    4.89362e-07    2.17801e-05    8.50754e-12

