#i              j      <SS(i,j)>    sd(SS(i,j))    <TzTz(i,j)>  sd(TzTz(i,j))
6             11       0.995428     0.00450052      0.0174642      0.0180824
6             12       0.994525     0.00549326       0.016876      0.0175628
6             13      -0.994934     0.00511872      0.0170254      0.0177011
6             14       0.995178     0.00479797      0.0173916      0.0182597
6             15      -0.994848     0.00518718      0.0170816      0.0180078
6             16       0.328767      0.0836867   -1.19645e-06    5.30591e-05
6             17       -0.32846      0.0837144    5.72107e-07    5.31731e-05
6             18       0.328677      0.0838896   -1.91567e-07    5.33795e-05
6             19      -0.328831      0.0836047    6.62772e-07    5.37928e-05
6             20      -0.328497      0.0835553   -1.65202e-06      5.205e-05
6             21       0.328619      0.0835124   -2.18689e-07    5.33131e-05
6             22      -0.328584      0.0836466    -1.9192e-06    5.55396e-05
6             23        0.32865      0.0839299    6.87586e-07    5.45778e-05
6             24       0.328916      0.0835795    8.82464e-07    5.39454e-05
6             25       -0.32865      0.0836309   -2.35969e-06    5.28342e-05
6             26       0.328836      0.0835146   -4.62244e-08    5.33783e-05
6             27      -0.328662      0.0840323   -1.91341e-07    5.31405e-05
6             28      -0.328513      0.0837694    6.47994e-07    5.31839e-05
6             29       0.328531      0.0839035   -2.00453e-06    5.43077e-05
6             30      -0.328408       0.084067   -1.05627e-07    5.51862e-05
6             31        0.32888      0.0835927    5.37765e-07     5.2689e-05

7              0       0.995367     0.00460617      0.0171287      0.0179631
7              1      -0.995031     0.00475198      0.0172105      0.0178421
7              2       0.995425     0.00462363      0.0174447      0.0181217
7              3      -0.996331     0.00362131      0.0176086      0.0183884
7              4      -0.996354     0.00365663      0.0173765      0.0180343
7              5       0.995536     0.00461161       0.017392      0.0182286
7              6      -0.996317     0.00371149      0.0177175      0.0185019
7              7              1              0      0.0186627      0.0191089
7              8       0.995482     0.00448258      0.0174615      0.0179588
7              9      -0.995076      0.0050212       0.017488      0.0182915
7             10       0.995673     0.00427876      0.0176986      0.0183978
7             11      -0.996414      0.0036167      0.0177403      0.0182211
7             12      -0.994733     0.00504193      0.0169768      0.0175389
7             13       0.994715     0.00525349      0.0170308      0.0175906
7             14      -0.994916      0.0049779      0.0173704      0.0180371
7             15       0.995312     0.00462668      0.0172275      0.0180098
7             16      -0.328221      0.0826647    -1.1169e-06    5.35482e-05
7             17        0.32792      0.0827433    2.89892e-07    5.40597e-05
7             18      -0.328119      0.0828862   -5.57353e-07     5.3699e-05
7             19       0.328272      0.0825646    9.09144e-07    5.46237e-05
7             20       0.327948      0.0825666   -1.66736e-06    5.20477e-05
7             21      -0.328059      0.0825406   -2.31745e-07    5.34741e-05
7             22        0.32804      0.0826073   -1.60572e-06    5.48868e-05
7             23      -0.328083      0.0829135    6.73715e-07    5.52571e-05
7             24      -0.328369      0.0824833    8.17136e-07     5.3607e-05
7             25       0.328092      0.0825927   -2.60497e-06    5.27303e-05
7             26      -0.328266      0.0825022    2.99929e-07    5.33169e-05
7             27       0.328078      0.0830369   -1.91216e-07    5.31597e-05
7             28       0.327942      0.0828003    2.84483e-07    5.34352e-05
7             29      -0.327968      0.0828372   -2.47443e-06    5.41331e-05
7             30        0.32784      0.0830258   -9.52618e-08    5.49942e-05
7             31      -0.328286      0.0826955    4.68775e-07       5.29e-05

8              0       0.995519     0.00441384      0.0169946      0.0177102
8              1      -0.995156     0.00479039      0.0170776       0.017712
8              2       0.994807      0.0053534      0.0171177       0.017748
8              3      -0.995148     0.00486596      0.0171747      0.0179283
8              4       -0.99643     0.00357958      0.0172475      0.0178006
8              5        0.99556     0.00441918      0.0172512      0.0179333
8              6      -0.995002     0.00493837      0.0172765      0.0178664
8              7       0.995482     0.00448258      0.0174615      0.0179588
8              8              1              0      0.0183623      0.0185193
8              9      -0.996458     0.00355559      0.0176341      0.0182474
8             10       0.995655     0.00438148      0.0175758      0.0181342
8             11      -0.996494     0.00364651      0.0176177      0.0179543
8             12      -0.996259     0.00376471      0.0171663      0.0175557
8             13        0.99555     0.00449954      0.0170746      0.0174869
8             14      -0.994995      0.0050412      0.0172999      0.0178078
8             15       0.995413     0.00468218      0.0170924      0.0177666
8             16      -0.328026      0.0834409   -1.10212e-06     5.3623e-05
8             17       0.327724      0.0835774    7.58428e-07    5.28873e-05
8             18      -0.327919      0.0836252    1.27288e-08    5.20203e-05
8             19       0.328095      0.0833892    6.56162e-07    5.45867e-05
8             20       0.327755      0.0833171   -1.15829e-06    5.14852e-05
8             21      -0.327896      0.0832406    7.24567e-08    5.28708e-05
8             22       0.327883      0.0833262   -1.79176e-06    5.37975e-05
8             23      -0.327876      0.0837096    7.29609e-07      5.445e-05
8             24      -0.328206      0.0833121    6.92298e-07    5.31797e-05
8             25       0.327889      0.0833715   -1.99111e-06    5.25802e-05
8             26      -0.328095      0.0831677    2.03478e-07    5.28663e-05
8             27       0.327907      0.0837806   -3.94304e-07    5.26795e-05
8             28       0.327771      0.0835241    4.28823e-07    5.28287e-05
8             29      -0.327791       0.083647   -2.00154e-06    5.38048e-05
8             30       0.327671      0.0838028   -2.18255e-07    5.43053e-05
8             31      -0.328098      0.0833577    6.24346e-07    5.27442e-05

9              0      -0.995221     0.00493968      0.0171132      0.0180418
9              1       0.995537     0.00441834      0.0173129       0.018151
9              2      -0.994981      0.0051349      0.0173152         0.0182
9              3       0.994908     0.00515793      0.0172862      0.0183269
9              4       0.995583     0.00443359      0.0172047      0.0180544
9              5      -0.996465     0.00360154      0.0175674      0.0185511
9              6       0.995321     0.00477318      0.0174917      0.0183901
9              7      -0.995076      0.0050212       0.017488      0.0182915
9              8      -0.996458     0.00355559      0.0176341      0.0182474
9              9              1              0      0.0185366      0.0193305
9             10      -0.996475     0.00353138      0.0178756      0.0187426
9             11       0.995613      0.0045119      0.0175444      0.0182033
9             12       0.995286     0.00473767      0.0170739      0.0178086
9             13      -0.996283     0.00361887      0.0173731      0.0180005
9             14       0.995313     0.00467301      0.0174961      0.0182803
9             15      -0.994964     0.00506155      0.0171241      0.0181375
9             16       0.327494      0.0842764   -1.20554e-06    5.34641e-05
9             17      -0.327193      0.0844116    7.68033e-07    5.41223e-05
9             18       0.327393      0.0845715   -2.42613e-07    5.29924e-05
9             19      -0.327566      0.0842314    5.47628e-07    5.44753e-05
9             20      -0.327218       0.084211    -1.1766e-06    5.23349e-05
9             21       0.327342      0.0841434   -2.06294e-07    5.28507e-05
9             22      -0.327332      0.0842411   -2.10815e-06    5.46463e-05
9             23       0.327358      0.0845334    6.70245e-07    5.50652e-05
9             24       0.327668      0.0841393    9.35937e-07    5.43417e-05
9             25       -0.32737      0.0842013   -2.03775e-06    5.26005e-05
9             26       0.327549      0.0840622    1.97543e-08    5.35634e-05
9             27      -0.327393      0.0847012    5.04446e-08    5.27927e-05
9             28      -0.327223      0.0844944    6.66325e-07    5.29608e-05
9             29       0.327258      0.0845708   -2.12389e-06    5.38216e-05
9             30      -0.327116      0.0847559    -2.5987e-07    5.46651e-05
9             31       0.327563      0.0843107    8.55822e-07    5.28932e-05

10              0       0.994969     0.00503313      0.0170977      0.0180384
10              1      -0.995219     0.00469239      0.0173255      0.0182157
10              2       0.995469     0.00441805      0.0175294      0.0183348
10              3      -0.995224     0.00460541      0.0174234      0.0183717
10              4      -0.995241     0.00461994      0.0171876      0.0179576
10              5        0.99571      0.0042706      0.0174972       0.018487
10              6      -0.996257     0.00371055      0.0178035      0.0186369
10              7       0.995673     0.00427876      0.0176986      0.0183978
10              8       0.995655     0.00438148      0.0175758      0.0181342
10              9      -0.996475     0.00353138      0.0178756      0.0187426
10             10              1              0       0.018833      0.0196729
10             11      -0.996546      0.0035194      0.0178701      0.0184543
10             12      -0.995085       0.004867      0.0171395      0.0177602
10             13       0.995604     0.00446484      0.0173165      0.0179391
10             14        -0.9963     0.00376581      0.0178323      0.0186671
10             15       0.995487     0.00456347      0.0173726      0.0183175
10             16      -0.327443      0.0842379   -1.05868e-06    5.39858e-05
10             17       0.327147      0.0842336    4.27059e-07    5.33568e-05
10             18      -0.327358      0.0844805    -3.4023e-07     5.3592e-05
10             19       0.327535      0.0841373    4.33943e-07    5.48606e-05
10             20       0.327179      0.0841188   -1.36638e-06    5.23376e-05
10             21      -0.327287      0.0840888   -3.65186e-07    5.32745e-05
10             22       0.327254      0.0842654   -2.11595e-06    5.58923e-05
10             23      -0.327314      0.0845154    6.45182e-07    5.55881e-05
10             24      -0.327596      0.0840896    7.23482e-07    5.45737e-05
10             25       0.327316      0.0842309   -2.72442e-06    5.27828e-05
10             26      -0.327506      0.0839842    -2.7098e-07    5.45032e-05
10             27       0.327329      0.0846219   -2.88208e-07    5.37377e-05
10             28       0.327207      0.0843922     6.3732e-07    5.37364e-05
10             29      -0.327206      0.0844792    -2.2158e-06    5.54201e-05
10             30       0.327077      0.0846003    1.04414e-07    5.51089e-05
10             31       -0.32753      0.0842191    7.36991e-07    5.32455e-05

11              0      -0.995173     0.00492179      0.0170153      0.0177827
11              1       0.994892     0.00508306      0.0170834       0.017701
11              2      -0.994931     0.00499339      0.0172173      0.0177861
11              3       0.995498     0.00438079      0.0173425      0.0181144
11              4       0.995618     0.00436612      0.0171357      0.0177106
11              5      -0.995262     0.00475811      0.0172756      0.0180125
11              6       0.995428     0.00450052      0.0174642      0.0180824
11              7      -0.996414      0.0036167      0.0177403      0.0182211
11              8      -0.996494     0.00364651      0.0176177      0.0179543
11              9       0.995613      0.0045119      0.0175444      0.0182033
11             10      -0.996546      0.0035194      0.0178701      0.0184543
11             11              1              0      0.0185398      0.0187585
11             12       0.995479     0.00465163      0.0170614      0.0175207
11             13      -0.995173     0.00495354      0.0170579       0.017483
11             14       0.995272     0.00466925      0.0174162      0.0179903
11             15      -0.996275     0.00377336       0.017399      0.0180765
11             16       0.327655      0.0838754   -8.34663e-07    5.36166e-05
11             17      -0.327354      0.0840303    4.77472e-07    5.37719e-05
11             18       0.327565      0.0841093   -4.41736e-07    5.30276e-05
11             19      -0.327729      0.0838215    6.72412e-07    5.42647e-05
11             20      -0.327404      0.0837803    -1.5025e-06    5.18413e-05
11             21       0.327507      0.0837662   -4.53749e-07    5.27174e-05
11             22      -0.327496      0.0838605    -1.3763e-06    5.52918e-05
11             23       0.327536      0.0841552    8.63115e-07    5.47542e-05
11             24       0.327787      0.0838002    8.83045e-07    5.39346e-05
11             25      -0.327529      0.0838546   -2.36311e-06    5.23302e-05
11             26       0.327716      0.0836343    1.22095e-07    5.29281e-05
11             27      -0.327528      0.0842372   -6.23672e-07    5.34361e-05
11             28      -0.327395      0.0840482    5.27939e-07    5.32496e-05
11             29        0.32744      0.0840464   -2.40762e-06    5.50456e-05
11             30      -0.327293      0.0842566    2.33485e-07    5.41517e-05
11             31       0.327721      0.0838824    3.62162e-07    5.29434e-05

12              0      -0.996261     0.00376158      0.0168393      0.0175843
12              1       0.995376     0.00462523      0.0168127      0.0174783
12              2      -0.994827     0.00519703      0.0168507      0.0175221
12              3       0.995295     0.00471317      0.0169066      0.0176723
12              4       0.995244     0.00469751      0.0167044      0.0173578
12              5      -0.994904     0.00531174      0.0168429      0.0177032
12              6       0.994525     0.00549326       0.016876      0.0175628
12              7      -0.994733     0.00504193      0.0169768      0.0175389
12              8      -0.996259     0.00376471      0.0171663      0.0175557
12              9       0.995286     0.00473767      0.0170739      0.0178086
12             10      -0.995085       0.004867      0.0171395      0.0177602
12             11       0.995479     0.00465163      0.0170614      0.0175207
12             12              1              0      0.0176933       0.018081
12             13       -0.99634     0.00367159      0.0169357      0.0173737
12             14       0.995287     0.00466561      0.0170628       0.017624
12             15      -0.996262     0.00375839      0.0170116      0.0177413
12             16        0.32873      0.0831447   -1.47124e-06    5.24276e-05
12             17      -0.328422      0.0833286    7.77841e-07    5.20581e-05
12             18       0.328625      0.0833628   -1.15091e-07    5.14747e-05
12             19      -0.328832      0.0830776    7.80647e-07     5.2996e-05
12             20      -0.328488      0.0830596   -1.50184e-06    5.09391e-05
12             21       0.328593      0.0829475   -2.32336e-07    5.22718e-05
12             22      -0.328587      0.0831067   -1.73464e-06    5.34853e-05
12             23       0.328611      0.0834044    6.74662e-07    5.34853e-05
12             24        0.32889      0.0830535     8.0883e-07    5.24622e-05
12             25      -0.328589      0.0831549   -2.05566e-06    5.14913e-05
12             26       0.328782      0.0829302    1.18457e-07    5.16526e-05
12             27      -0.328611      0.0834877     -8.661e-07    5.14757e-05
12             28      -0.328483       0.083261    4.70013e-07    5.13109e-05
12             29       0.328513      0.0833524   -2.06282e-06    5.30682e-05
12             30      -0.328366      0.0835462   -3.45471e-07    5.40966e-05
12             31       0.328795      0.0831408    3.59486e-07    5.16802e-05

13              0       0.995617     0.00432687      0.0167602      0.0174937
13              1      -0.996385     0.00361242      0.0171381      0.0177268
13              2        0.99529     0.00468741      0.0170266      0.0176967
13              3      -0.995095      0.0047976      0.0169169       0.017772
13              4      -0.995062     0.00485744      0.0167057      0.0173497
13              5       0.995483     0.00450114      0.0170089       0.017771
13              6      -0.994934     0.00511872      0.0170254      0.0177011
13              7       0.994715     0.00525349      0.0170308      0.0175906
13              8        0.99555     0.00449954      0.0170746      0.0174869
13              9      -0.996283     0.00361887      0.0173731      0.0180005
13             10       0.995604     0.00446484      0.0173165      0.0179391
13             11      -0.995173     0.00495354      0.0170579       0.017483
13             12       -0.99634     0.00367159      0.0169357      0.0173737
13             13              1              0      0.0178202      0.0181882
13             14       -0.99627     0.00373977      0.0173269      0.0178761
13             15       0.995507     0.00432006      0.0169017      0.0175943
13             16      -0.328619      0.0819685   -1.35272e-06     5.2199e-05
13             17       0.328332      0.0820498    6.25393e-07    5.26991e-05
13             18      -0.328518      0.0822625    -1.8593e-07    5.24084e-05
13             19       0.328733      0.0819306    6.71146e-07    5.35275e-05
13             20       0.328383      0.0818337   -1.28021e-06    5.08817e-05
13             21      -0.328485      0.0818446   -3.71533e-07    5.18363e-05
13             22       0.328475      0.0820053   -1.66798e-06    5.30631e-05
13             23      -0.328517       0.082185    7.92223e-07    5.42029e-05
13             24      -0.328783      0.0818327    7.65966e-07    5.33204e-05
13             25       0.328508      0.0819694   -2.09061e-06    5.18254e-05
13             26      -0.328709      0.0817034    2.60074e-07    5.25085e-05
13             27       0.328537      0.0822338    -4.4111e-07    5.19464e-05
13             28       0.328367      0.0820926    5.05472e-07     5.2198e-05
13             29      -0.328412      0.0821256   -2.25333e-06    5.33142e-05
13             30       0.328244      0.0824351   -6.48058e-08    5.36905e-05
13             31      -0.328713      0.0819606    7.22652e-07    5.19628e-05

14              0      -0.995002     0.00491703      0.0169563      0.0178631
14              1       0.995434     0.00455604      0.0172415      0.0179655
14              2      -0.996287     0.00390603      0.0176025      0.0182848
14              3       0.995452     0.00451511      0.0173258      0.0181754
14              4       0.994718     0.00520253       0.016945      0.0177013
14              5      -0.995033       0.004988      0.0172103      0.0181172
14              6       0.995178     0.00479797      0.0173916      0.0182597
14              7      -0.994916      0.0049779      0.0173704      0.0180371
14              8      -0.994995      0.0050412      0.0172999      0.0178078
14              9       0.995313     0.00467301      0.0174961      0.0182803
14             10        -0.9963     0.00376581      0.0178323      0.0186671
14             11       0.995272     0.00466925      0.0174162      0.0179903
14             12       0.995287     0.00466561      0.0170628       0.017624
14             13       -0.99627     0.00373977      0.0173269      0.0178761
14             14              1              0      0.0185765      0.0191508
14             15      -0.996304     0.00355522      0.0174309      0.0181726
14             16       0.327924      0.0832889   -9.76523e-07    5.29978e-05
14             17      -0.327587      0.0833483    4.13586e-07    5.36325e-05
14             18       0.327797      0.0835403   -3.28951e-07    5.37258e-05
14             19      -0.328005      0.0831332    3.01548e-07    5.45369e-05
14             20      -0.327652       0.083167   -1.35457e-06     5.2676e-05
14             21        0.32776      0.0830815   -2.90407e-07    5.31591e-05
14             22      -0.327741      0.0832587   -2.04125e-06    5.52082e-05
14             23       0.327773      0.0835631    7.55501e-07    5.45052e-05
