3 Sz Sz Sz 0 1 16 0.00740323
3 Sp Sm Sz 0 1 16 0.00370161
3 Sm Sp Sz 0 1 16 0.00370161
3 Sz Sz Sz 0 1 17 0.00740323
3 Sp Sm Sz 0 1 17 0.00370161
3 Sm Sp Sz 0 1 17 0.00370161
3 Sz Sz Sz 4 5 20 0.00740323
3 Sp Sm Sz 4 5 20 0.00370161
3 Sm Sp Sz 4 5 20 0.00370161
3 Sz Sz Sz 4 5 21 0.00740323
3 Sp Sm Sz 4 5 21 0.00370161
3 Sm Sp Sz 4 5 21 0.00370161
3 Sz Sz Sz 8 9 24 0.00740323
3 Sp Sm Sz 8 9 24 0.00370161
3 Sm Sp Sz 8 9 24 0.00370161
3 Sz Sz Sz 8 9 25 0.00740323
3 Sp Sm Sz 8 9 25 0.00370161
3 Sm Sp Sz 8 9 25 0.00370161
3 Sz Sz Sz 12 13 28 0.00740323
3 Sp Sm Sz 12 13 28 0.00370161
3 Sm Sp Sz 12 13 28 0.00370161
3 Sz Sz Sz 12 13 29 0.00740323
3 Sp Sm Sz 12 13 29 0.00370161
3 Sm Sp Sz 12 13 29 0.00370161
3 Sz Sz Sz 1 2 17 0.00740323
3 Sp Sm Sz 1 2 17 0.00370161
3 Sm Sp Sz 1 2 17 0.00370161
3 Sz Sz Sz 1 2 18 0.00740323
3 Sp Sm Sz 1 2 18 0.00370161
3 Sm Sp Sz 1 2 18 0.00370161
3 Sz Sz Sz 5 6 21 0.00740323
3 Sp Sm Sz 5 6 21 0.00370161
3 Sm Sp Sz 5 6 21 0.00370161
3 Sz Sz Sz 5 6 22 0.00740323
3 Sp Sm Sz 5 6 22 0.00370161
3 Sm Sp Sz 5 6 22 0.00370161
3 Sz Sz Sz 9 10 25 0.00740323
3 Sp Sm Sz 9 10 25 0.00370161
3 Sm Sp Sz 9 10 25 0.00370161
3 Sz Sz Sz 9 10 26 0.00740323
3 Sp Sm Sz 9 10 26 0.00370161
3 Sm Sp Sz 9 10 26 0.00370161
3 Sz Sz Sz 13 14 29 0.00740323
3 Sp Sm Sz 13 14 29 0.00370161
3 Sm Sp Sz 13 14 29 0.00370161
3 Sz Sz Sz 13 14 30 0.00740323
3 Sp Sm Sz 13 14 30 0.00370161
3 Sm Sp Sz 13 14 30 0.00370161
3 Sz Sz Sz 2 3 18 0.00740323
3 Sp Sm Sz 2 3 18 0.00370161
3 Sm Sp Sz 2 3 18 0.00370161
3 Sz Sz Sz 2 3 19 0.00740323
3 Sp Sm Sz 2 3 19 0.00370161
3 Sm Sp Sz 2 3 19 0.00370161
3 Sz Sz Sz 6 7 22 0.00740323
3 Sp Sm Sz 6 7 22 0.00370161
3 Sm Sp Sz 6 7 22 0.00370161
3 Sz Sz Sz 6 7 23 0.00740323
3 Sp Sm Sz 6 7 23 0.00370161
3 Sm Sp Sz 6 7 23 0.00370161
3 Sz Sz Sz 10 11 26 0.00740323
3 Sp Sm Sz 10 11 26 0.00370161
3 Sm Sp Sz 10 11 26 0.00370161
3 Sz Sz Sz 10 11 27 0.00740323
3 Sp Sm Sz 10 11 27 0.00370161
3 Sm Sp Sz 10 11 27 0.00370161
3 Sz Sz Sz 14 15 30 0.00740323
3 Sp Sm Sz 14 15 30 0.00370161
3 Sm Sp Sz 14 15 30 0.00370161
3 Sz Sz Sz 14 15 31 0.00740323
3 Sp Sm Sz 14 15 31 0.00370161
3 Sm Sp Sz 14 15 31 0.00370161
3 Sz Sz Sz 3 0 19 0.00740323
3 Sp Sm Sz 3 0 19 0.00370161
3 Sm Sp Sz 3 0 19 0.00370161
3 Sz Sz Sz 3 0 16 0.00740323
3 Sp Sm Sz 3 0 16 0.00370161
3 Sm Sp Sz 3 0 16 0.00370161
3 Sz Sz Sz 7 4 23 0.00740323
3 Sp Sm Sz 7 4 23 0.00370161
3 Sm Sp Sz 7 4 23 0.00370161
3 Sz Sz Sz 7 4 20 0.00740323
3 Sp Sm Sz 7 4 20 0.00370161
3 Sm Sp Sz 7 4 20 0.00370161
3 Sz Sz Sz 11 8 27 0.00740323
3 Sp Sm Sz 11 8 27 0.00370161
3 Sm Sp Sz 11 8 27 0.00370161
3 Sz Sz Sz 11 8 24 0.00740323
3 Sp Sm Sz 11 8 24 0.00370161
3 Sm Sp Sz 11 8 24 0.00370161
3 Sz Sz Sz 15 12 31 0.00740323
3 Sp Sm Sz 15 12 31 0.00370161
3 Sm Sp Sz 15 12 31 0.00370161
3 Sz Sz Sz 15 12 28 0.00740323
3 Sp Sm Sz 15 12 28 0.00370161
3 Sm Sp Sz 15 12 28 0.00370161
3 Sz Sz Sz 0 4 16 -0.00740323
3 Sp Sm Sz 0 4 16 -0.00370161
3 Sm Sp Sz 0 4 16 -0.00370161
3 Sz Sz Sz 0 4 20 -0.00740323
3 Sp Sm Sz 0 4 20 -0.00370161
3 Sm Sp Sz 0 4 20 -0.00370161
3 Sz Sz Sz 4 8 20 -0.00740323
3 Sp Sm Sz 4 8 20 -0.00370161
3 Sm Sp Sz 4 8 20 -0.00370161
3 Sz Sz Sz 4 8 24 -0.00740323
3 Sp Sm Sz 4 8 24 -0.00370161
3 Sm Sp Sz 4 8 24 -0.00370161
3 Sz Sz Sz 8 12 24 -0.00740323
3 Sp Sm Sz 8 12 24 -0.00370161
3 Sm Sp Sz 8 12 24 -0.00370161
3 Sz Sz Sz 8 12 28 -0.00740323
3 Sp Sm Sz 8 12 28 -0.00370161
3 Sm Sp Sz 8 12 28 -0.00370161
3 Sz Sz Sz 12 0 28 -0.00740323
3 Sp Sm Sz 12 0 28 -0.00370161
3 Sm Sp Sz 12 0 28 -0.00370161
3 Sz Sz Sz 12 0 16 -0.00740323
3 Sp Sm Sz 12 0 16 -0.00370161
3 Sm Sp Sz 12 0 16 -0.00370161
3 Sz Sz Sz 1 5 17 -0.00740323
3 Sp Sm Sz 1 5 17 -0.00370161
3 Sm Sp Sz 1 5 17 -0.00370161
3 Sz Sz Sz 1 5 21 -0.00740323
3 Sp Sm Sz 1 5 21 -0.00370161
3 Sm Sp Sz 1 5 21 -0.00370161
3 Sz Sz Sz 5 9 21 -0.00740323
3 Sp Sm Sz 5 9 21 -0.00370161
3 Sm Sp Sz 5 9 21 -0.00370161
3 Sz Sz Sz 5 9 25 -0.00740323
3 Sp Sm Sz 5 9 25 -0.00370161
3 Sm Sp Sz 5 9 25 -0.00370161
3 Sz Sz Sz 9 13 25 -0.00740323
3 Sp Sm Sz 9 13 25 -0.00370161
3 Sm Sp Sz 9 13 25 -0.00370161
3 Sz Sz Sz 9 13 29 -0.00740323
3 Sp Sm Sz 9 13 29 -0.00370161
3 Sm Sp Sz 9 13 29 -0.00370161
3 Sz Sz Sz 13 1 29 -0.00740323
3 Sp Sm Sz 13 1 29 -0.00370161
3 Sm Sp Sz 13 1 29 -0.00370161
3 Sz Sz Sz 13 1 17 -0.00740323
3 Sp Sm Sz 13 1 17 -0.00370161
3 Sm Sp Sz 13 1 17 -0.00370161
3 Sz Sz Sz 2 6 18 -0.00740323
3 Sp Sm Sz 2 6 18 -0.00370161
3 Sm Sp Sz 2 6 18 -0.00370161
3 Sz Sz Sz 2 6 22 -0.00740323
3 Sp Sm Sz 2 6 22 -0.00370161
3 Sm Sp Sz 2 6 22 -0.00370161
3 Sz Sz Sz 6 10 22 -0.00740323
3 Sp Sm Sz 6 10 22 -0.00370161
3 Sm Sp Sz 6 10 22 -0.00370161
3 Sz Sz Sz 6 10 26 -0.00740323
3 Sp Sm Sz 6 10 26 -0.00370161
3 Sm Sp Sz 6 10 26 -0.00370161
3 Sz Sz Sz 10 14 26 -0.00740323
3 Sp Sm Sz 10 14 26 -0.00370161
3 Sm Sp Sz 10 14 26 -0.00370161
3 Sz Sz Sz 10 14 30 -0.00740323
3 Sp Sm Sz 10 14 30 -0.00370161
3 Sm Sp Sz 10 14 30 -0.00370161
3 Sz Sz Sz 14 2 30 -0.00740323
3 Sp Sm Sz 14 2 30 -0.00370161
3 Sm Sp Sz 14 2 30 -0.00370161
3 Sz Sz Sz 14 2 18 -0.00740323
3 Sp Sm Sz 14 2 18 -0.00370161
3 Sm Sp Sz 14 2 18 -0.00370161
3 Sz Sz Sz 3 7 19 -0.00740323
3 Sp Sm Sz 3 7 19 -0.00370161
3 Sm Sp Sz 3 7 19 -0.00370161
3 Sz Sz Sz 3 7 23 -0.00740323
3 Sp Sm Sz 3 7 23 -0.00370161
3 Sm Sp Sz 3 7 23 -0.00370161
3 Sz Sz Sz 7 11 23 -0.00740323
3 Sp Sm Sz 7 11 23 -0.00370161
3 Sm Sp Sz 7 11 23 -0.00370161
3 Sz Sz Sz 7 11 27 -0.00740323
3 Sp Sm Sz 7 11 27 -0.00370161
3 Sm Sp Sz 7 11 27 -0.00370161
3 Sz Sz Sz 11 15 27 -0.00740323
3 Sp Sm Sz 11 15 27 -0.00370161
3 Sm Sp Sz 11 15 27 -0.00370161
3 Sz Sz Sz 11 15 31 -0.00740323
3 Sp Sm Sz 11 15 31 -0.00370161
3 Sm Sp Sz 11 15 31 -0.00370161
3 Sz Sz Sz 15 3 31 -0.00740323
3 Sp Sm Sz 15 3 31 -0.00370161
3 Sm Sp Sz 15 3 31 -0.00370161
3 Sz Sz Sz 15 3 19 -0.00740323
3 Sp Sm Sz 15 3 19 -0.00370161
3 Sm Sp Sz 15 3 19 -0.00370161
